"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"FY001C01","Population at Each Census","1946","1946","20","Leitrim","1","Male","Number","24065"
"FY001C01","Population at Each Census","1946","1946","20","Leitrim","2","Female","Number","20526"
"FY001C01","Population at Each Census","1946","1946","21","Mayo","-","Both sexes","Number","148120"
"FY001C01","Population at Each Census","1946","1946","21","Mayo","1","Male","Number","75073"
"FY001C01","Population at Each Census","1946","1946","21","Mayo","2","Female","Number","73047"
"FY001C01","Population at Each Census","1946","1946","22","Roscommon","-","Both sexes","Number","72510"
"FY001C01","Population at Each Census","1946","1946","22","Roscommon","1","Male","Number","38845"
"FY001C01","Population at Each Census","1946","1946","22","Roscommon","2","Female","Number","33665"
"FY001C01","Population at Each Census","1946","1946","23","Sligo","-","Both sexes","Number","62375"
"FY001C01","Population at Each Census","1946","1946","23","Sligo","1","Male","Number","32376"
"FY001C01","Population at Each Census","1946","1946","23","Sligo","2","Female","Number","29999"
"FY001C01","Population at Each Census","1946","1946","24","Cavan","-","Both sexes","Number","70355"
"FY001C01","Population at Each Census","1946","1946","24","Cavan","1","Male","Number","38121"
"FY001C01","Population at Each Census","1946","1946","24","Cavan","2","Female","Number","32234"
"FY001C01","Population at Each Census","1946","1946","25","Donegal","-","Both sexes","Number","136317"
"FY001C01","Population at Each Census","1946","1946","25","Donegal","1","Male","Number","70269"
"FY001C01","Population at Each Census","1946","1946","25","Donegal","2","Female","Number","66048"
"FY001C01","Population at Each Census","1946","1946","26","Monaghan","-","Both sexes","Number","57215"
"FY001C01","Population at Each Census","1946","1946","26","Monaghan","1","Male","Number","30013"
"FY001C01","Population at Each Census","1946","1946","26","Monaghan","2","Female","Number","27202"
"FY001C01","Population at Each Census","1951","1951","-","State","-","Both sexes","Number","2960593"
"FY001C01","Population at Each Census","1951","1951","-","State","1","Male","Number","1506597"
"FY001C01","Population at Each Census","1951","1951","-","State","2","Female","Number","1453996"
"FY001C01","Population at Each Census","1951","1951","01","Carlow","-","Both sexes","Number","34162"
"FY001C01","Population at Each Census","1951","1951","01","Carlow","1","Male","Number","17848"
"FY001C01","Population at Each Census","1951","1951","01","Carlow","2","Female","Number","16314"
"FY001C01","Population at Each Census","1951","1951","02","Dublin","-","Both sexes","Number","693022"
"FY001C01","Population at Each Census","1951","1951","02","Dublin","1","Male","Number","326126"
"FY001C01","Population at Each Census","1951","1951","02","Dublin","2","Female","Number","366896"
"FY001C01","Population at Each Census","1951","1951","03","Kildare","-","Both sexes","Number","66437"
"FY001C01","Population at Each Census","1951","1951","03","Kildare","1","Male","Number","36364"
"FY001C01","Population at Each Census","1951","1951","03","Kildare","2","Female","Number","30073"
"FY001C01","Population at Each Census","1951","1951","04","Kilkenny","-","Both sexes","Number","65235"
"FY001C01","Population at Each Census","1951","1951","04","Kilkenny","1","Male","Number","34687"
"FY001C01","Population at Each Census","1951","1951","04","Kilkenny","2","Female","Number","30548"
"FY001C01","Population at Each Census","1951","1951","05","Laois","-","Both sexes","Number","48430"
"FY001C01","Population at Each Census","1951","1951","05","Laois","1","Male","Number","26154"
"FY001C01","Population at Each Census","1951","1951","05","Laois","2","Female","Number","22276"
"FY001C01","Population at Each Census","1951","1951","06","Longford","-","Both sexes","Number","34553"
"FY001C01","Population at Each Census","1951","1951","06","Longford","1","Male","Number","18388"
"FY001C01","Population at Each Census","1951","1951","06","Longford","2","Female","Number","16165"
"FY001C01","Population at Each Census","1951","1951","07","Louth","-","Both sexes","Number","68771"
"FY001C01","Population at Each Census","1951","1951","07","Louth","1","Male","Number","34886"
"FY001C01","Population at Each Census","1951","1951","07","Louth","2","Female","Number","33885"
"FY001C01","Population at Each Census","1951","1951","08","Meath","-","Both sexes","Number","66337"
"FY001C01","Population at Each Census","1951","1951","08","Meath","1","Male","Number","34980"
"FY001C01","Population at Each Census","1951","1951","08","Meath","2","Female","Number","31357"
"FY001C01","Population at Each Census","1951","1951","09","Offaly","-","Both sexes","Number","52544"
"FY001C01","Population at Each Census","1951","1951","09","Offaly","1","Male","Number","28306"
"FY001C01","Population at Each Census","1951","1951","09","Offaly","2","Female","Number","24238"
"FY001C01","Population at Each Census","1951","1951","10","Westmeath","-","Both sexes","Number","54463"
"FY001C01","Population at Each Census","1951","1951","10","Westmeath","1","Male","Number","28737"
"FY001C01","Population at Each Census","1951","1951","10","Westmeath","2","Female","Number","25726"
"FY001C01","Population at Each Census","1951","1951","11","Wexford","-","Both sexes","Number","90032"
"FY001C01","Population at Each Census","1951","1951","11","Wexford","1","Male","Number","45945"
"FY001C01","Population at Each Census","1951","1951","11","Wexford","2","Female","Number","44087"
"FY001C01","Population at Each Census","1951","1951","12","Wicklow","-","Both sexes","Number","62590"
"FY001C01","Population at Each Census","1951","1951","12","Wicklow","1","Male","Number","31587"
"FY001C01","Population at Each Census","1951","1951","12","Wicklow","2","Female","Number","31003"
"FY001C01","Population at Each Census","1951","1951","13","Clare","-","Both sexes","Number","81329"
"FY001C01","Population at Each Census","1951","1951","13","Clare","1","Male","Number","43473"
"FY001C01","Population at Each Census","1951","1951","13","Clare","2","Female","Number","37856"
"FY001C01","Population at Each Census","1951","1951","14","Cork","-","Both sexes","Number","341284"
"FY001C01","Population at Each Census","1951","1951","14","Cork","1","Male","Number","170865"
"FY001C01","Population at Each Census","1951","1951","14","Cork","2","Female","Number","170419"
"FY001C01","Population at Each Census","1951","1951","15","Kerry","-","Both sexes","Number","126644"
"FY001C01","Population at Each Census","1951","1951","15","Kerry","1","Male","Number","66507"
"FY001C01","Population at Each Census","1951","1951","15","Kerry","2","Female","Number","60137"
"FY001C01","Population at Each Census","1951","1951","16","Limerick","-","Both sexes","Number","141239"
"FY001C01","Population at Each Census","1951","1951","16","Limerick","1","Male","Number","71691"
"FY001C01","Population at Each Census","1951","1951","16","Limerick","2","Female","Number","69548"
"FY001C01","Population at Each Census","1951","1951","17","Tipperary","-","Both sexes","Number","133313"
"FY001C01","Population at Each Census","1951","1951","17","Tipperary","1","Male","Number","69866"
"FY001C01","Population at Each Census","1951","1951","17","Tipperary","2","Female","Number","63447"
"FY001C01","Population at Each Census","1951","1951","18","Waterford","-","Both sexes","Number","75061"
"FY001C01","Population at Each Census","1951","1951","18","Waterford","1","Male","Number","37963"
"FY001C01","Population at Each Census","1951","1951","18","Waterford","2","Female","Number","37098"
"FY001C01","Population at Each Census","1951","1951","19","Galway","-","Both sexes","Number","160204"
"FY001C01","Population at Each Census","1951","1951","19","Galway","1","Male","Number","85141"
"FY001C01","Population at Each Census","1951","1951","19","Galway","2","Female","Number","75063"
"FY001C01","Population at Each Census","1951","1951","20","Leitrim","-","Both sexes","Number","41209"
"FY001C01","Population at Each Census","1951","1951","20","Leitrim","1","Male","Number","22374"
"FY001C01","Population at Each Census","1951","1951","20","Leitrim","2","Female","Number","18835"
"FY001C01","Population at Each Census","1951","1951","21","Mayo","-","Both sexes","Number","141867"
"FY001C01","Population at Each Census","1951","1951","21","Mayo","1","Male","Number","73345"
"FY001C01","Population at Each Census","1951","1951","21","Mayo","2","Female","Number","68522"
"FY001C01","Population at Each Census","1951","1951","22","Roscommon","-","Both sexes","Number","68102"
"FY001C01","Population at Each Census","1951","1951","22","Roscommon","1","Male","Number","36626"
"FY001C01","Population at Each Census","1951","1951","22","Roscommon","2","Female","Number","31476"
"FY001C01","Population at Each Census","1951","1951","23","Sligo","-","Both sexes","Number","60513"
"FY001C01","Population at Each Census","1951","1951","23","Sligo","1","Male","Number","31469"
"FY001C01","Population at Each Census","1951","1951","23","Sligo","2","Female","Number","29044"
"FY001C01","Population at Each Census","1951","1951","24","Cavan","-","Both sexes","Number","66377"
"FY001C01","Population at Each Census","1951","1951","24","Cavan","1","Male","Number","36187"
"FY001C01","Population at Each Census","1951","1951","24","Cavan","2","Female","Number","30190"
"FY001C01","Population at Each Census","1951","1951","25","Donegal","-","Both sexes","Number","131530"
"FY001C01","Population at Each Census","1951","1951","25","Donegal","1","Male","Number","67964"
"FY001C01","Population at Each Census","1951","1951","25","Donegal","2","Female","Number","63566"
"FY001C01","Population at Each Census","1951","1951","26","Monaghan","-","Both sexes","Number","55345"
"FY001C01","Population at Each Census","1951","1951","26","Monaghan","1","Male","Number","29118"
"FY001C01","Population at Each Census","1951","1951","26","Monaghan","2","Female","Number","26227"
"FY001C01","Population at Each Census","1956","1956","-","State","-","Both sexes","Number","2898264"
"FY001C01","Population at Each Census","1956","1956","-","State","1","Male","Number","1462928"
"FY001C01","Population at Each Census","1956","1956","-","State","2","Female","Number","1435336"
"FY001C01","Population at Each Census","1956","1956","01","Carlow","-","Both sexes","Number","33888"
"FY001C01","Population at Each Census","1956","1956","01","Carlow","1","Male","Number","17666"
"FY001C01","Population at Each Census","1956","1956","01","Carlow","2","Female","Number","16222"
"FY001C01","Population at Each Census","1956","1956","02","Dublin","-","Both sexes","Number","705781"
"FY001C01","Population at Each Census","1956","1956","02","Dublin","1","Male","Number","329627"
"FY001C01","Population at Each Census","1956","1956","02","Dublin","2","Female","Number","376154"
"FY001C01","Population at Each Census","1956","1956","03","Kildare","-","Both sexes","Number","65915"
"FY001C01","Population at Each Census","1956","1956","03","Kildare","1","Male","Number","35069"
"FY001C01","Population at Each Census","1956","1956","03","Kildare","2","Female","Number","30846"
"FY001C01","Population at Each Census","1956","1956","04","Kilkenny","-","Both sexes","Number","64089"
"FY001C01","Population at Each Census","1956","1956","04","Kilkenny","1","Male","Number","33927"
"FY001C01","Population at Each Census","1956","1956","04","Kilkenny","2","Female","Number","30162"
"FY001C01","Population at Each Census","1956","1956","05","Laois","-","Both sexes","Number","47087"
"FY001C01","Population at Each Census","1956","1956","05","Laois","1","Male","Number","25233"
